Número de expediente,fecha_publicacion,anio_publicacion,mes_publicacion,ambito_geografico,comunidad_autonoma,Tipo de contrato,Tipo de Administración,tipo_organo,Tipo de procedimiento,procedimiento_agrupado,Tramitación,presupuesto_expediente,Presupuesto base sin impuestos oportunidad,Valor estimado del contrato,tramo_presupuesto,duracion_meses,tramo_duracion,tiene_lotes,numero_lotes_dashboard,Resultado licitación/lote,resultado_agrupado,ganador_grupo,gano_gee,decision_licitacion,objeto_normalizado
SFC/2021/00046,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Otras Entidades del Sector Público,Otros,Abierto simplificado,Abierto simplificado,Ordinaria,18434.4,18434.4,34410.88,10.000 – 25.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,,CONTRATACION DEL SERVICIO DE MANTENIMIENTO INTEGRAL DE CUATRO DESFIBRILADORES SEMIAUTOMATICOS DESA EN PROPIEDAD ASI COMO LA FORMACION ANUAL NECESARIA PARA SU USO PARA LA EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID S A
SSCC PA 390/21,2021-11-01,2021.0,11.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,1381328.92,1381328.92,2762657.84,1 – 5 M€,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO CORRECTIVO DE ACTUALIZACION CONDUCTIVO Y PREDICTIVO DE LOS EQUIPOS DE ELECTROMEDICINA DEL AREA DE SALUD DE IBIZA Y FORMENTERA ASEF
VLC-193/2021,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Empresa Pública,Abierto simplificado,Abierto simplificado,Ordinaria,4050.0,4050.0,16200.0,< 10.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO Y VERIFICACION PERIODICA EQUIPOS EVIDENCIALES DE ALCOHOL Y DROGAS DEL AEROPUERTO DE VALENCIA
12018/2021,2021-12-01,2021.0,12.0,es62,Región de Murcia,Servicios,Autoridad regional,Administración Pública,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,115970.4,115970.4,197149.68,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE CROMATOGRAFIA DE LIQUIDOS Y CROMATOGRAFIA DE GASES DEL LABORATORIO REGIONAL DE SALUD PUBLICA
2020012079,2021-12-01,2021.0,12.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,69997.36,69997.36,116662.27,50.000 – 100.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL MAMOGRAFO DIGITAL MARCA HOLOGIC MODELO SELENIA DIMENSIONS INSTALADO EN LA UNIDAD DE MAMOGRAFIA DEL HOSPITAL MONTE SAN ISIDRO DEPENDIENTE DE LA GERENCIA DE ATENCION PRIMARIA DE LEON
2021/001039,2021-12-01,2021.0,12.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,21244.0,21244.0,42488.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE REVISION Y O REPARACION DE DOS APARATOS DE INSPECCION DE PAQUETERIA POR RAYOS X DE QUE DISPONE EL EXCMO AYUNTAMIENTO DE SEVILLA
2021/001345,2021-12-01,2021.0,12.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,3593.88,3593.88,5390.82,< 10.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO REVISION Y PUESTA EN CORRECTO SERVICIO OPERATIVO DE LOS 9 EQUIPOS ELECTRONICOS SANITARIOS DENOMINADOS DESFIBRILADORES SEMIAUTOMATICOS DEL SERVICIO DE PROTECCION CIVIL DEL AYUNTAMIENTO DE SEVILLA
2021/015435,2021-12-01,2021.0,12.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,127746.9,127746.9,127746.9,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE LA PLANTA CENTRALIZADA DE ESTERILIZACION DE MATERIAL QUIRURGICO Y EQUIPOS ASOCIADOS MARCA MATACHANA INSTALADO EN EL HOSPITAL GENERAL UNIVERSITARIO DE CIUDAD REAL
2021/016373,2021-12-01,2021.0,12.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,80631.0,80631.0,80631.0,50.000 – 100.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PNSP 10 2021 MTO DE 6 ECOGRAFOS CON LA EMPRESA CANON PARA LA GAI DE GUADALAJARA
2021/017943,2021-12-01,2021.0,12.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,69831.0,69831.0,69831.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MTO INTEGRAL Y ACTUALIZACION TECNOLOGICA DEL PROGRAMA SADME DEL SERVICIO DE FARMACIA UBICADO EN LA ZONA DE QUIROFANOS
2021/017966,2021-12-01,2021.0,12.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,82629.0,82629.0,82629.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MTO INTEGRAL Y ACTUALIZACION TECNOLOGICA DEL PROGRAMA SADME DEL SERVICIO DE FARMACIA UBICADO EN LA UNIDAD DE MEDICINA INTERNA
2021/017977,2021-12-01,2021.0,12.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,58420.0,58420.0,58420.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MTO INTEGRAL DEL ARMARIO ROTATORIO VERTICAL INFORMATIZADO DEL SISTEMA DE DISPENSACION SEMIAUTOMATICO DE MEDICACION PARA EL LLENADO DE CARROS DE UNIDOSIS EN EL SERVICIO DE FARMACIA
2021/EA15/00003338E,2021-12-01,2021.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,40812.0,40812.0,40812.0,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO Y CERTIFICACION DE SISTEMAS DE AISLAMIENTO BIOLOGICO UMAAD
2021/ES/44,2021-12-01,2021.0,12.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público,Investigación,Abierto,Abierto,Ordinaria,80400.0,80400.0,80400.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PARA LOS MICROSCOPIOS CONFOCALES LEICA
2022-0-051,2021-12-01,2021.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,48166.67,48166.67,82166.67,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,,MANTENIMIENTO DE SISTEMA DE MAMOGRAFIA DIGITAL MARCA FUJIFILM UBICADO EN EL SECTOR ZARAGOZA III DEL SERVICIO ARAGONES DE SALUD
203/2021/12030,2021-12-01,2021.0,12.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,117920.6,117920.6,176880.9,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE INSTRUMENTOS DE ENDOSCOPIA DE LA MARCA OLYMPUS PARA EL SERVICIO DE DIGESTIVO Y EL SERVICIO DE NEUMOLOGIA DEL HOSPITAL VIRGEN DE LA CONCHA DE LA GERENCIA DE ASISTENCIA SANITARIA DE ZAMORA
515/2021 TA2022HCD,2021-12-01,2021.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,78941.08,78941.08,95518.71,50.000 – 100.000 €,,,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,TA2022 MANTENIMIENTO DE EQUIPOS DE DIAGNOSTICO POR IMAGEN GENERAL ELECTRIC DERIVADO DEL ACUERDO MARCO 293 2020 HCD
517/2021TA2022,2021-12-01,2021.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,200888.6,200888.6,243075.2,100.000 – 250.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,TA2022 MANTENIMIENTO DE EQUIPOS DE DIAGNOSTICO POR IMAGEN ELEKTA DERIVADO DEL ACUERDO MARCO 374 2020 HCD
57/E/21/SS/GE/N/0030,2021-12-01,2021.0,12.0,es70,Canarias,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,53000.0,53000.0,106000.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL MAMOGRAFO MODELO SELENIA DIMENSIONS 2D 6000 PACKAGE Y SU ESTACION DE TRABAJO MODELO SECURVIEW DX WORKSTATION INSTALADOS EN EL SERVICIO DE RADIOLOGIA DEL HOSPITAL NUESTRA SENORA DE GUADALUPE
CSE/01/1121062394/21/PNSP,2021-12-01,2021.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,599859.44,599859.44,599859.44,500.000 – 1 M€,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,drager,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE EQUIPAMIENTO ELECTROMEDICO MARCA DRAGER CON RENOVACION TECNOLOGICA DEL AREA DE SALUD DE BADAJOZ
CSE/01/1121063429/21/PNSP,2021-12-01,2021.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,118149.16,118149.16,118149.16,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,getinge,False,No licita,SERVICIO DE MANTENIMIENTO DE RESPIRADORES EQUIPOS DE ANESTESIA Y SISTEMA ECMO MARCA MAQUET DEL AREA DE SALUD DE BADAJOZ
MPNSE 2021/30810,2021-12-01,2021.0,12.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,55465.07,55465.07,55465.07,50.000 – 100.000 €,,,False,0,Adjudicado,Adjudicado,phillips,False,No licita,PRORROGA EXTRAORDINARIA DEL CONTRATO DE SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DE DIAGNOSTICO POR IMAGEN DEL AREA DE SALUD DE MENORCA
PNSP 5 S/2022,2021-12-01,2021.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,21376.0,21376.0,42752.0,10.000 – 25.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL MAMOGRAFO DIGITAL DEL SERVICIO DE RADIODIAGNOSTICO DEL HOSPITAL DE BARBASTRO
PNSP SERV 4/21,2021-12-01,2021.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,59000.0,59000.0,88500.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE LAS SALAS DE RADIOLOGIA DEL HOSPITAL UNIVERSITARIO SAN JORGE DE HUESCA SALAS 4 7 Y 8
SSCC PR 525/21,2021-12-01,2021.0,12.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,110402.75,110402.75,110402.75,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,agenor,False,No licita,SEGUNDA PRORROGA DEL SERVICIO DE MANTENIMIENTO DE EQUIPOS E INSTALACIONES DE ELECTROMEDICINA DEL AREA DE SALUD DE MENORCA SSCC PA 99 2018
001/2022/11948,2022-01-01,2022.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,12071.51,12071.51,60357.55,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LAS MAQUINAS DE HEMODIALISIS FRESENIUS DEL HOSPITAL VIRGEN DE LA CONCHA PERTENECIENTE A LA GERENCIA DE ASISTENCIA SANITARIA DE ZAMORA
002/2022/11950,2022-01-01,2022.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,19352.45,19352.45,96762.25,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE MONITORES DE HEMODIALISIS EQUIPOS PORTATILES DE OSMOSIS INVERSA Y PLANTA DE TRATAMIENTO DE AGUA PARA HEMODIALISIS BAXTER UBICADOS EN EL HOSPITAL VIRGEN DE LA CONCHA
005/2022/11956,2022-01-01,2022.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,25841.0,25841.0,77523.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DE RAYOS X Y ECOGRAFOS MARCA PHILIPS UBICADOS EN EL HOSPITAL VIRGEN DE LA CONCHA Y HOSPITAL DE BENAVENTE DE LA GERENCIA DE ASISTENCIA SANITARIA DE ZAMORA
006/2022/11957,2022-01-01,2022.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,12000.0,12000.0,60000.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE MAQUINAS DE HEMODIALISIS NIPRO DEL HOSPITAL VIRGEN DE LA CONCHA COMPLEJO ASISTENCIAL DE ZAMORA PERTENECIENTE A LA GERENCIA DE ASISTENCIA SANITARIA DE ZAMORA
007/2022/12106,2022-01-01,2022.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,46854.6,46854.6,140563.8,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO DEL EQUIPO TAC MARCA PHILIPS MODELO BRILLANCE 40 UBICADO EN EL HOSPITAL VIRGEN DE LA CONCHA DE LA GERENCIA DE ASISTENCIA SANITARIA DE ZAMORA
04/2022,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Hospital,Abierto,Abierto,Ordinaria,408604.46,408604.46,817208.92,250.000 – 500.000 €,120.0,> 120 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL ACELERADOR VERSA HD ELEKTA DEL CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLON
12/2022/PA/1005,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad estatal,Investigación,Abierto simplificado,Abierto simplificado,Ordinaria,1100.0,1100.0,4400.0,< 10.000 €,,,False,0,Adjudicado,Adjudicado,servytronix,False,No licita,SERVICIO DE MANTENIMIENTO CERTIFICACION Y CALIBRACION DE LOS APARATOS MEDICOS DEL SERVICIO DE SANIDAD MARITIMA
2/22,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,192518.0,192518.0,385036.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,agenor,False,,SERVICIO DE MANTENIMIENTO INTEGRAL DEL EQUIPAMIENTO DE ELECTROMEDICINA DE LA ENTIDAD GESTION SANITARIA Y ASISTENCIAL DE LAS ISLAS BALEARES
2021/019925,2022-01-01,2022.0,1.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,88992.0,88992.0,133488.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Desistimiento,Desistimiento,Otros,False,No licita,PNSP 06 2021 MANTENIMIENTO DE EQUIPOS DE VIDEOENDOSCOPIA
2030009596/2021/8003,2022-01-01,2022.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Hospital,Abierto,Abierto,Ordinaria,151115.74,151115.74,151115.74,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,2 PRORROGA DE SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DE RADIOLOGIA MARCA PHILIPS
29/21SPF,2022-01-01,2022.0,1.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público,Investigación,Abierto simplificado,Abierto simplificado,Ordinaria,22500.0,22500.0,22500.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS ISCAN Y AUTOLOADER
30/21SPF,2022-01-01,2022.0,1.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público,Investigación,Abierto simplificado,Abierto simplificado,Ordinaria,26200.0,26200.0,26200.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO ANUAL PARA EL INSTRUMENTO NEXTSEQ550 SEQUENCING SYSTEM
51/E/22/SS/DI/N/0003,2022-01-01,2022.0,1.0,es70,Canarias,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,713988.0,713988.0,951984.0,500.000 – 1 M€,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE MANTENIMIENTO DEL SISTEMA DE RADIOCIRUGIA ROBOTICA CYBERKNIFE N S C0416 PARA LA DIRECCION GERENCIA DEL HOSPITAL UNIVERSITARIO DE GRAN CANARIA DR NEGRIN
54/2021,2022-01-01,2022.0,1.0,es30,Comunidad de Madrid,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,23454.56,23454.56,23454.56,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,CONTRATO MIXTO DE SERVICIO DE PUESTA A PUNTO Y MANTENIMIENTO DE LOS DESFIBRILADORES EXTERNOS D E S A DE DEPENDENCIAS MUNICIPALES Y SUMINISTRO DE KIT DE CONEXION A EMERGENCIAS EN CASO DE NECESIDAD
55/M/21/SS/GE/A/0221,2022-01-01,2022.0,1.0,es70,Canarias,Servicios,Autoridad regional,Hospital,Abierto,Abierto,Ordinaria,200158.0,200158.0,433338.5,100.000 – 250.000 €,9.0,6 – 12 meses,True,3,Adjudicado,Adjudicado,siemens,False,No licita,ACELERADORES LINEALES
ACASE 2021/30761,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto simplificado,Abierto simplificado,Ordinaria,47504.0,47504.0,99758.4,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,agenor,False,,SERVICIO DE MANTENIMIENTO DE LOS DISTINTOS EQUIPOS DE ELECTROMEDICINA DE LOS CENTROS DE SALUD Y UNIDADES BASICAS DE SALUD DE LA GERENCIA DE ATENCION PRIMARIA DE MALLORCA
CSE/1200/1101023181/PASU/21,2022-01-01,2022.0,1.0,es62,Región de Murcia,Servicios,Organismo de Derecho público,Servicio de Salud,Abierto simplificado,Abierto simplificado,Ordinaria,34560.0,34560.0,58752.0,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE MANTENIMIENTO TECNICO LEGAL DE LOS SISTEMAS DE DIGITALIZACION RADIOLOGICA AGFA HUSMR HGUSL
EPNSE 2021-29725,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,244600.0,244600.0,366900.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL SISTEMA DE ALMACENAMIENTO DEL SERVICIO DE FARMACIA DEL HOSPITAL CAN MISSES
EPRSE 2022/24445,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,15922.64,15922.64,15922.64,10.000 – 25.000 €,,,False,0,Adjudicado,Adjudicado,drager,False,No licita,PRORROGA DEL SERVICIO DE MANTENIMIENTO DEL MOBILIARIO CLINICO FIJO DRAGER DEL HOSPITAL CAN MISSES
EPRSE 2022/24446,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,8274.32,8274.32,8274.32,< 10.000 €,,,False,0,Adjudicado,Adjudicado,getinge,False,No licita,PRORROGA DEL SERVICIO DEL MOBILIARIO CLINICO FIJO MAQUET DEL HOSPITAL CAN MISSES
HIL/2022/02/0008,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,52730.0,52730.0,52730.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE RESONANCIA MAGNETICA
P.N.S.P. 4/HOP/2021,2022-01-01,2022.0,1.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33606.19,33606.19,73933.62,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,drager,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE ELECTROMEDICINA DE UCI QUIROFANOS URGENCIAS Y NEONATOS DEL HOSPITAL OBISPO POLANCO DE TERUEL
PA 51/2022,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Hospital,Abierto,Abierto,Ordinaria,97040.0,97040.0,194080.0,50.000 – 100.000 €,1.0,< 6 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE ALTA TECNOLOGIA DEL TAC MARCA SIEMENS MODELO SOMATON GO CON N DE SERIE 106272 INSTALADO EN EL HOSPITAL SANT VICENT DEL RASPEIG
PA 7/2022,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,11423.18,11423.18,576070.89,10.000 – 25.000 €,60.0,60 – 120 meses,True,5,Adjudicado,Adjudicado,ge_healthcare,False,No licita,SERVICIO MANTENIMIENTO INTEGRAL 1 UNIDAD ARCO QUIRURGICO BRIVO OEC 785
PA 87-2022TA,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,61000.0,61000.0,152500.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL MAMOGRAFO DE LA MARCA HOLOGIC MODELO SELENIA DIMENSIONS EN EL DEPARTAMENTO DE SALUD DE ORIHUELA
PA SARA 894/2021,2022-01-01,2022.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,193500.0,193500.0,322500.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE DIAGNOSTICO POR IMAGEN DE ALTA TECNOLOGIA DE LA MARCA AGFA UBICADOS EN EL HOSPITAL LLUIS ALCANYIS Y C E EL ESPANYOLETO DE XATIVA DEL DEPARTAMENTO DE SALUD XATIVA ONTINYENT
PMI-154/2021,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Otras Entidades del Sector Público,Empresa Pública,Abierto simplificado,Abierto simplificado,Ordinaria,1180.0,1180.0,1180.0,< 10.000 €,7.0,6 – 12 meses,False,0,Desierto,Desierto,Otros,False,No licita,REVISION ANUAL EQUIPOS SERVICIO MEDICO
SSCC PR 560 21,2022-01-01,2022.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,169275.02,169275.02,169275.02,100.000 – 250.000 €,6.0,6 – 12 meses,False,0,Adjudicado,Adjudicado,agenor,False,No licita,PRIMERA PRORROGA DEL SERVICIO DE MANTENIMIENTO DE EQUIPOS E INSTALACIONES DE ELECTROMEDICINA DEL AREA DE SALUD DE IBIZA Y FORMENTERA
1/2022,2022-02-01,2022.0,2.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,37127.52,37127.52,37127.52,25.000 – 50.000 €,96.0,60 – 120 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DEL EQUIPO DE CROMATOGRAFIA LIQUIDA ACOPLADO A ESPECTROMETRIA DE MASAS UPLC MSMS TRIPLE CUADRUPOLO 6460
12/2022,2022-02-01,2022.0,2.0,Nacional,Nacional,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,84079.46,84079.46,84079.46,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO TECNICO LEGAL Y CORRECTIVO DE LOS ESTERILIZADORES INSTALADOS EN LAS DISTINTAS DELEGACIONES DE UNION DE MUTUAS M C S S N 267
